GeneA,GeneB,UniprotA,UniprotB
ELAVL1,SPRED1,Q15717,7Z699
CDH1,SPRED1,P12830,7Z699
PPP1CA,SPRED1,P62136,7Z699
SH3PXD2B,SPRED1,A1X283,7Z699
DVL1,SPRED1,O14640,7Z699
TNFRSF10B,SPRED1,O14763,7Z699
AXIN1,SPRED1,O15169,7Z699
TP73,SPRED1,O15350,7Z699
INPPL1,SPRED1,O15357,7Z699
ASAP2,SPRED1,O43150,7Z699
TGFB1I1,SPRED1,O43294,7Z699
SUV39H1,SPRED1,O43463,7Z699
SPRY2,SPRED1,O43597,7Z699
SPRY1,SPRED1,O43609,7Z699
CYTH3,SPRED1,O43739,7Z699
DIRAS3,SPRED1,O95661,7Z699
EGFR,SPRED1,P00533,7Z699
PLAU,SPRED1,P00749,7Z699
PLAT,SPRED1,P00750,7Z699
CD74,SPRED1,P04233,7Z699
PLEK,SPRED1,P08567,7Z699
KIT,SPRED1,P10721,7Z699
FGFR1,SPRED1,P11362,7Z699
CDH1,SPRED1,P12830,7Z699
HGF,SPRED1,P14210,7Z699
PRKCA,SPRED1,P17252,7Z699
FLT1,SPRED1,P17948,7Z699
RCC1,SPRED1,P18754,7Z699
CDH2,SPRED1,P19022,7Z699
NF1,SPRED1,P21359,7Z699
GADD45A,SPRED1,P24522,7Z699
SHC1,SPRED1,P29353,7Z699
AKT1,SPRED1,P31749,7Z699
NF2,SPRED1,P35240,7Z699
IRS1,SPRED1,P35568,7Z699
CDKN1A,SPRED1,P38936,7Z699
RGS3,SPRED1,P49796,7Z699
TSC2,SPRED1,P49815,7Z699
DUSP3,SPRED1,P51452,7Z699
VAV2,SPRED1,P52735,7Z699
LIMK1,SPRED1,P53667,7Z699
PPP1CA,SPRED1,P62136,7Z699
AKAP13,SPRED1,Q12802,7Z699
MAP3K1,SPRED1,Q13233,7Z699
GRB10,SPRED1,Q13322,7Z699
MAPK8IP2,SPRED1,Q13387,7Z699
TRIM25,SPRED1,Q14258,7Z699
HERPUD1,SPRED1,Q15011,7Z699
PPP1R7,SPRED1,Q15435,7Z699
TESK1,SPRED1,Q15569,7Z699
TARBP2,SPRED1,Q15633,7Z699
TSC22D1,SPRED1,Q15714,7Z699
ELAVL1,SPRED1,Q15717,7Z699
ZYX,SPRED1,Q15942,7Z699
DGKD,SPRED1,Q16760,7Z699
DUSP6,SPRED1,Q16828,7Z699
SPRED3,SPRED1,Q2MJR0,7Z699
MIDN,SPRED1,Q504T8,7Z699
TTC19,SPRED1,Q6DKK2,7Z699
SPRED2,SPRED1,Q7Z698,7Z699
SPRED1,EPB41L5,7Z699,Q9HCM4
SPRED1,TNFRSF19,7Z699,Q9NS68
SPRED1,NAGK,7Z699,Q9UJ70
SPRED1,PLCE1,7Z699,Q9P212
SPRED1,FAM118B,7Z699,Q9BPY3
SPRED1,PLEKHG2,7Z699,Q9H7P9
SPRED1,FGD4,7Z699,Q96M96
SPRED1,AGAP1,7Z699,Q9UPQ3
SPRED1,TRIB2,7Z699,Q92519
SPRED1,TRAF6,7Z699,Q9Y4K3
SPRED1,ALS2,7Z699,Q96Q42
SPRED1,OSGEP,7Z699,Q9NPF4
SPRED1,DOK5,7Z699,Q9P104
SPRED1,IRS2,7Z699,Q9Y4H2
SPRED1,PRKAB1,7Z699,Q9Y478
SPRED1,SPRY4,7Z699,Q9C004
SPRED1,DOK4,7Z699,Q8TEW6
SPRED1,CISH,7Z699,Q9NSE2
SPRED1,PLEKHG1,7Z699,Q9ULL1
SPRED1,AFAP1L1,7Z699,Q8TED9
SPRED1,DNAJB11,7Z699,Q9UBS4
SPRED1,ARHGEF40,7Z699,Q8TER5
SPRED1,TTN,7Z699,Q8WZ42
SPRED1,MAPK8IP1,7Z699,Q9UQF2
SPRED1,SBF2,7Z699,Q86WG5
SPRED1,FRS2,7Z699,Q8WU20
SPRED1,DGKH,7Z699,Q86XP1
SPRED1,PSD4,7Z699,Q8NDX1
SPRED1,ARAP3,7Z699,Q8WWN8
SPRED1,ZDHHC17,7Z699,Q8IUH5
SPRED1,DOK1,7Z699,Q99704
SPRED1,S1PR3,7Z699,Q99500
SPRED1,PLEKHH2,7Z699,Q8IVE3
SPRED1,VAV3,7Z699,Q9UKW4
SPRED1,PSME2,7Z699,Q9UL46
SPRED1,PLEKHB2,7Z699,Q96CS7
SPRED1,PHLDA3,7Z699,Q9Y5J5
SPRED1,RASD1,7Z699,Q9Y272
SPRED1,TRIB3,7Z699,Q96RU7
PPM1B,RASGRP1,O75688,O95267
VHL,RASGRP1,P40337,O95267
DGKZ,RASGRP1,Q13574,O95267
ABCB8,RASGRP1,Q9NUT2,O95267
PSD,RASGRP1,A5PKW4,O95267
ASB14,RASGRP1,A6NK59,O95267
APBB1,RASGRP1,O00213,O95267
SH2B2,RASGRP1,O14492,O95267
SOCS2,RASGRP1,O14508,O95267
SOCS7,RASGRP1,O14512,O95267
SOCS3,RASGRP1,O14543,O95267
SOCS6,RASGRP1,O14544,O95267
MRAS,RASGRP1,O14807,O95267
RASGRF2,RASGRP1,O14827,O95267
ARHGEF11,RASGRP1,O15085,O95267
SOCS1,RASGRP1,O15524,O95267
ARHGEF9,RASGRP1,O43307,O95267
KALRN,RASGRP1,O60229,O95267
SOCS5,RASGRP1,O75159,O95267
PPM1B,RASGRP1,O75688,O95267
GRAP2,RASGRP1,O75791,O95267
RASGRP1,CNKSR2,O95267,Q8WXI2
RASGRP1,RASAL1,O95267,O95294
RASGRP1,TULP4,O95267,Q9NRJ4
RASGRP1,RRAS2,O95267,P62070
RASGRP1,G3BP2,O95267,Q9UN86
RASGRP1,SPSB1,O95267,Q96BD6
RASGRP1,MAP3K10,O95267,Q02779
RASGRP1,SPSB2,O95267,Q99619
RASGRP1,RAB15,O95267,P59190
RASGRP1,SH2D5,O95267,Q6ZV89
RASGRP1,RASD2,O95267,Q96D21
RASGRP1,PSD3,O95267,Q9NYI0
RASGRP1,DGKZ,O95267,Q13574
RASGRP1,ASB10,O95267,Q8WXI3
RASGRP1,RHEBL1,O95267,Q8TAI7
RASGRP1,ARHGEF3,O95267,Q9NR81
RASGRP1,RAB26,O95267,Q9ULW5
RASGRP1,AGAP3,O95267,Q96P47
RASGRP1,CDH13,O95267,P55290
RASGRP1,RAPGEFL1,O95267,Q9UHV5
RASGRP1,ASB1,O95267,Q9Y576
RASGRP1,GRB2,O95267,P62993
RASGRP1,LCK,O95267,P06239
RASGRP1,CRKL,O95267,P46109
RASGRP1,SOCS4,O95267,Q8WXH5
RASGRP1,PRKCZ,O95267,Q05513
RASGRP1,ASB3,O95267,Q9Y575
RASGRP1,NEURL2,O95267,Q9BR09
RASGRP1,RASA1,O95267,P20936
RASGRP1,ASB13,O95267,Q8WXK3
RASGRP1,OBSCN,O95267,Q5VST9
RASGRP1,ARHGEF7,O95267,Q14155
RASGRP1,ABI2,O95267,Q9NYB9
RASGRP1,RAB3B,O95267,P20337
RASGRP1,VAV2,O95267,P52735
RASGRP1,RASD1,O95267,Q9Y272
RASGRP1,HRAS,O95267,P01112
RASGRP1,NKIRAS1,O95267,Q9NYS0
RASGRP1,CX3CL1,O95267,P78423
RASGRP1,KRAS,O95267,P01116
RASGRP1,WSB2,O95267,Q9NYS7
RASGRP1,SPSB4,O95267,Q96A44
RASGRP1,FGD6,O95267,Q6ZV73
RASGRP1,RAB6B,O95267,Q9NRW1
RASGRP1,MAPK8IP2,O95267,Q13387
RASGRP1,ARHGDIG,O95267,Q99819
RASGRP1,PRKCH,O95267,P24723
RASGRP1,SKAP1,O95267,Q86WV1
RASGRP1,ASB11,O95267,Q8WXH4
RASGRP1,VHL,O95267,P40337
RASGRP1,ABCB8,O95267,Q9NUT2
RASGRP1,PRKCE,O95267,Q02156
RASGRP1,RAB40C,O95267,Q96S21
RASGRP1,RAB3A,O95267,P20336
RASGRP1,PDZD4,O95267,Q76G19
RASGRP1,RAB40B,O95267,Q12829
RASGRP1,ASB8,O95267,Q9H765
RASGRP1,NGEF,O95267,Q8N5V2
RASGRP1,RAB40A,O95267,Q8WXH6
RASGRP1,ASB15,O95267,Q8WXK1
RASGRP1,SOS1,O95267,Q07889
RASGRP1,CISH,O95267,Q9NSE2
RASGRP1,ASB2,O95267,Q96Q27
RASGRP1,TTN,O95267,Q8WZ42
RASGRP1,RASL10B,O95267,Q96S79
RASGRP1,IFIT5,O95267,Q13325
RASGRP1,PLCG1,O95267,P19174
RASGRP1,PRKCB,O95267,P05771
RASGRP1,ASB9,O95267,Q96DX5
RASGRP1,STMN3,O95267,Q9NZ72
RASGRP1,SH2D3C,O95267,Q8N5H7
ZDHHC17,FUT2,Q8IUH5,Q10981
FUT2,ZDHHC17,Q10981,Q8IUH5
FUT2,POLR3E,Q10981,Q9NVU0
CRHR1,UCN,P34998,P55089
CRHBP,UCN,P24387,P55089
UCN,CRHR1,P55089,P34998
Crhr2,UCN,,P55089
UCN,Crhr1,P55089,
UCN,Crhr2,P55089,
ARVCF,UCN,O00192,P55089
C1QL1,UCN,O75973,P55089
UTS2,UCN,O95399,P55089
CRH,UCN,P06850,P55089
CRHBP,UCN,P24387,P55089
CRHR1,UCN,P34998,P55089
ACTN2,UCN,P35609,P55089
GRIK1,UCN,P39086,P55089
LEP,UCN,P41159,P55089
UCN,HOMER1,P55089,Q86YM7
UCN,CRHR2,P55089,Q13324
UCN,UCN3,P55089,Q969E3
UCN,UCN2,P55089,Q96RP3
UCN,PCBP3,P55089,P57721
UCN,MVK,P55089,Q03426
UCN,RAB8A,P55089,P61006
UCN,CACNG2,P55089,Q9Y698
