GeneA,GeneB,UniprotA,UniprotB,DataSource
IFNB1,NOS2,P01574,P35228,IID
IFNB1,IL6ST,P01574,P40189,IID
IFNB1,NOD2,P01574,Q9HC29,IID
IFNG,IFNGR2,P01579,P38484,IID
IFNG,IL31RA,P01579,"Q8NI17
",IID
IL1B,IFNAR1,P01584,P17181,IID
IL1B,IL6ST,P01584,P40189,IID
EPO,IL6ST,P01588,P40189,IID
EPO,IL31RA,P01588,"Q8NI17
",IID
IGKV1D-33,IL6ST,,P40189,IID
IGKV1-33,IL6ST,,P40189,IID
CD4,IFNAR1,P01730,P17181,IID
CD4,IL6ST,P01730,P40189,IID
CD4,FASLG,P01730,P48023,IID
CD4,IL31RA,P01730,"Q8NI17
",IID
CD4,NOD2,P01730,Q9HC29,IID
CD4,PTPN22,P01730,Q9Y2R2,IID
CD8A,IFNAR1,P01732,P17181,IID
CD8A,IL6ST,P01732,P40189,IID
CD8A,FASLG,P01732,P48023,IID
CD8A,NOD2,P01732,Q9HC29,IID
HLA-DRA,IL6ST,P01903,P40189,IID
COL1A1,FASLG,P02452,P48023,IID
LMNA,LACC1,P02545,Q8IV20,IID
SPTA1,FASLG,P02549,P48023,IID
SPTA1,PTPN22,P02549,Q9Y2R2,IID
TNNC2,NOS2,P02585,P35228,IID
APOA1,NOD2,P02647,Q9HC29,IID
APOE,IL6ST,P02649,P40189,IID
APOE,NOD2,P02649,Q9HC29,IID
APOA2,NOD2,P02652,Q9HC29,IID
APOC1,NOD2,P02654,Q9HC29,IID
C1QA,FASLG,P02745,P48023,IID
C1QA,NOD2,P02745,Q9HC29,IID
C1QA,TNFSF18,P02745,Q9UNG2,IID
C1QB,FASLG,P02746,P48023,IID
C1QC,IL6ST,P02747,P40189,IID
C1QC,FASLG,P02747,P48023,IID
C1QC,IL31RA,P02747,"Q8NI17
",IID
C1QC,NOD2,P02747,Q9HC29,IID
C1QC,TNFSF18,P02747,Q9UNG2,IID
FN1,IFNAR1,P02751,P17181,IID
FN1,IFNGR2,P02751,P38484,IID
FN1,IL6ST,P02751,P40189,IID
FN1,FASLG,P02751,P48023,IID
FN1,NOD2,P02751,Q9HC29,IID
RBP4,FASLG,P02753,P48023,IID
AMBP,FASLG,P02760,P48023,IID
ALB,NOD2,P02768,Q9HC29,IID
PF4,FASLG,P02776,P48023,IID
PF4,NOD2,P02776,Q9HC29,IID
CXCL10,NOD2,P02778,Q9HC29,IID
TFRC,NOD2,P02786,Q9HC29,IID
TF,FASLG,P02787,P48023,IID
HPX,IL6ST,P02790,P40189,IID
ESR1,IL6ST,P03372,P40189,IID
ESR1,FASLG,P03372,P48023,IID
KLKB1,IL6ST,P03952,P40189,IID
KLKB1,SP140,P03952,Q13342,IID
C4BPA,NOD2,P04003,Q9HC29,IID
CAT,LACC1,P04040,Q8IV20,IID
DNTT,NOD2,P04053,Q9HC29,IID
ALDOA,GPX4,P04075,P36969,IID
ANXA1,NOS2,P04083,P35228,IID
PDGFA,IL6ST,P04085,P40189,IID
CSF2,IFNAR1,P04141,P17181,IID
CSF2,IL6ST,P04141,P40189,IID
CSF2,IL31RA,P04141,"Q8NI17
",IID
NR3C1,NOS2,P04150,P35228,IID
NR3C1,IFNGR2,P04150,P38484,IID
NR3C1,FASLG,P04150,P48023,IID
SOD2,NOS2,P04179,P35228,IID
SOD2,GPX4,P04179,P36969,IID
THY1,IL6ST,P04216,P40189,IID
CD74,IL6ST,P04233,P40189,IID
CD74,SPRED1,P04233,7Z699,IID
CD74,IL31RA,P04233,"Q8NI17
",IID
CD74,NOD2,P04233,Q9HC29,IID
CD3D,PTPN22,P04234,Q9Y2R2,IID
S100B,NOD2,P04271,Q9HC29,IID
S100B,PTPN22,P04271,Q9Y2R2,IID
VWF,NOD2,P04275,Q9HC29,IID
TUBB4A,NOD2,P04350,Q9HC29,IID
GAPDH,NOS2,P04406,P35228,IID
-,IL6ST,,P40189,IID
ERBB2,IFNAR1,P04626,P17181,IID
ERBB2,IL6ST,P04626,P40189,IID
ERBB2,FASLG,P04626,P48023,IID
ERBB2,IL31RA,P04626,"Q8NI17
",IID
ERBB2,PTPN22,P04626,Q9Y2R2,IID
NTRK1,FASLG,P04629,P48023,IID
NTRK1,PTPN22,P04629,Q9Y2R2,IID
TP53,IFNAR1,P04637,P17181,IID
TP53,IL6ST,P04637,P40189,IID
TP53,FASLG,P04637,P48023,IID
HSPB1,NOS2,P04792,P35228,IID
HSPB1,PTPN22,P04792,Q9Y2R2,IID
CYBB,NOS2,P04839,P35228,IID
RPN2,GPX4,P04844,P36969,IID
GNAI2,ATG16L1,P04899,Q676U5,IID
IFNW1,IFNAR1,P05000,P17181,IID
IFNA6,IFNAR1,P05013,P17181,IID
IFNA4,IFNAR1,P05014,P17181,IID
IFNA4,FASLG,P05014,P48023,IID
IFNA16,IFNAR1,P05015,P17181,IID
IFNA16,FASLG,P05015,P48023,IID
IGF1,NOD2,P05019,Q9HC29,IID
APP,NOS2,P05067,P35228,IID
APP,ATG16L1,P05067,Q676U5,IID
ARG1,NOS2,P05089,P35228,IID
ITGB3,IL6ST,P05106,P40189,IID
ITGB3,FASLG,P05106,P48023,IID
ITGB2,NOD2,P05107,Q9HC29,IID
ITGB2,PTPN22,P05107,Q9Y2R2,IID
S100A8,NOS2,P05109,P35228,IID
S100A8,NOD2,P05109,Q9HC29,IID
INHA,IFNAR1,P05111,P17181,IID
INHA,IL31RA,P05111,"Q8NI17
",IID
IL4,IFNAR1,P05112,P17181,IID
IL4,IL6ST,P05112,P40189,IID
IL4,IL31RA,P05112,"Q8NI17
",IID
IL4,NOD2,P05112,Q9HC29,IID
IL5,IL6ST,P05113,P40189,IID
IL5,IL31RA,P05113,"Q8NI17
",IID
IL5,NOD2,P05113,Q9HC29,IID
SERPINE1,NOS2,P05121,P35228,IID
SLC25A5,NOS2,P05141,P35228,IID
CFI,NOD2,P05156,Q9HC29,IID
IL6,IFNAR1,P05231,P17181,IID
IL6,IL6ST,P05231,P40189,IID
IL6,IL31RA,P05231,"Q8NI17
",IID
IL6,NOD2,P05231,Q9HC29,IID
ICAM1,NOS2,P05362,P35228,IID
ICAM1,IL6ST,P05362,P40189,IID
ICAM1,NOD2,P05362,Q9HC29,IID
JUN,IFNAR1,P05412,P17181,IID
JUN,NOS2,P05412,P35228,IID
JUN,GPX4,P05412,P36969,IID
JUN,IFNGR2,P05412,P38484,IID
JUN,FASLG,P05412,P48023,IID
JUN,CREB5,P05412,Q02930,IID
PRKCB,FASLG,P05771,P48023,IID
KRT18,NOS2,P05783,P35228,IID
KRT8,NOS2,P05787,P35228,IID
MYL1,NOS2,P05976,P35228,IID
CD5,FASLG,P06127,P48023,IID
CD5,PTPN22,P06127,Q9Y2R2,IID
INSR,IFNAR1,P06213,P17181,IID
INSR,IFNGR2,P06213,P38484,IID
INSR,IL6ST,P06213,P40189,IID
INSR,FASLG,P06213,P48023,IID
INSR,PTPN22,P06213,Q9Y2R2,IID
LCK,IFNAR1,P06239,P17181,IID
LCK,FASLG,P06239,P48023,IID
LCK,PTPN22,P06239,Q9Y2R2,IID
FYN,FASLG,P06241,P48023,IID
FYN,PTPN22,P06241,Q9Y2R2,IID
C2,IL6ST,P06681,P40189,IID
C2,SP140,P06681,Q13342,IID
C2,NOD2,P06681,Q9HC29,IID
S100A9,NOS2,P06702,P35228,IID
S100A9,NOD2,P06702,Q9HC29,IID
S100A6,NOD2,P06703,Q9HC29,IID
CD2,IL6ST,P06729,P40189,IID
CD2,FASLG,P06729,P48023,IID
CD2,NOD2,P06729,Q9HC29,IID
CD2,PTPN22,P06729,Q9Y2R2,IID
ENO1,GPX4,P06733,P36969,IID
ENO1,JAZF1,P06733,86VZ6,IID
ENO1,NOD2,P06733,Q9HC29,IID
FCER2,NOS2,P06734,P35228,IID
FCER2,FASLG,P06734,P48023,IID
NPM1,NOS2,P06748,P35228,IID
CRH,UCN,P06850,P55089,IID
DBI,GPX4,P07108,P36969,IID
FABP1,FASLG,P07148,P48023,IID
LDHB,PTPN22,P07195,Q9Y2R2,IID
GPX1,GPX4,P07203,P36969,IID
THBD,FASLG,P07204,P48023,IID
PROS1,IFNGR2,P07225,P38484,IID
P4HB,GPX4,P07237,P36969,IID
FES,NOD2,P07332,Q9HC29,IID
CSF1R,FASLG,P07333,P48023,IID
CSF1R,PTPN22,P07333,Q9Y2R2,IID
C8A,NOD2,P07357,Q9HC29,IID
C8G,IL6ST,P07360,P40189,IID
TUBB,NOD2,P07437,Q9HC29,IID
IVL,LACC1,P07476,Q8IV20,IID
CD3E,IFNAR1,P07766,P17181,IID
CD3E,IL6ST,P07766,P40189,IID
CD3E,FASLG,P07766,P48023,IID
CD3E,NOD2,P07766,Q9HC29,IID
CD3E,PTPN22,P07766,Q9Y2R2,IID
HSP90AA1,NOS2,P07900,P35228,IID
HSP90AA1,NOD2,P07900,Q9HC29,IID
YES1,FASLG,P07947,P48023,IID
LYN,FASLG,P07948,P48023,IID
LYN,NOD2,P07948,Q9HC29,IID
RET,PTPN22,P07949,Q9Y2R2,IID
FH,PTPN22,P07954,Q9Y2R2,IID
SFTPB,FASLG,P07988,P48023,IID
THBS1,FASLG,P07996,P48023,IID
THBS1,IL31RA,P07996,"Q8NI17
",IID
THBS1,NOD2,P07996,Q9HC29,IID
SP1,NOS2,P08047,P35228,IID
IGF1R,NOS2,P08069,P35228,IID
IGF1R,IFNGR2,P08069,P38484,IID
IGF1R,IL6ST,P08069,P40189,IID
IGF1R,FASLG,P08069,P48023,IID
NGFR,NOD2,P08138,Q9HC29,IID
SLC3A2,NOS2,P08195,P35228,IID
HSP90AB1,NOS2,P08238,P35228,IID
HSP90AB1,NOD2,P08238,Q9HC29,IID
ELANE,JAZF1,P08246,86VZ6,IID
ELANE,NOD2,P08246,Q9HC29,IID
SYP,IL6ST,P08247,P40189,IID
GSTA1,FASLG,P08263,P48023,IID
CTSG,NOD2,P08311,Q9HC29,IID
INHBA,IFNAR1,P08476,P17181,IID
INHBA,IL31RA,P08476,"Q8NI17
",IID
PLEK,SPRED1,P08567,7Z699,IID
PLEK,NOD2,P08567,Q9HC29,IID
CD14,NOD2,P08571,Q9HC29,IID
PTPRC,IFNAR1,P08575,P17181,IID
PTPRC,FASLG,P08575,P48023,IID
PTPRC,NOD2,P08575,Q9HC29,IID
PTPRC,PTPN22,P08575,Q9Y2R2,IID
MET,IL6ST,P08581,P40189,IID
MET,FASLG,P08581,P48023,IID
MET,PTPN22,P08581,Q9Y2R2,IID
HCK,IL6ST,P08631,P40189,IID
HCK,FASLG,P08631,P48023,IID
HCK,NOD2,P08631,Q9HC29,IID
HCK,PTPN22,P08631,Q9Y2R2,IID
FCGR3A,PTPN22,P08637,Q9Y2R2,IID
VIM,NOD2,P08670,Q9HC29,IID
IL3,IL6ST,P08700,P40189,IID
RPS17,NOS2,P08708,P35228,IID
F7,FASLG,P08709,P48023,IID
F7,NOD2,P08709,Q9HC29,IID
ANXA5,IFNGR2,P08758,P38484,IID
IL6R,IFNAR1,P08887,P17181,IID
IL6R,IFNGR2,P08887,P38484,IID
IL6R,IL6ST,P08887,P40189,IID
IL6R,IL31RA,P08887,"Q8NI17
",IID
IL6R,NOD2,P08887,Q9HC29,IID
POU2F2,NOD2,P09086,Q9HC29,IID
ENO2,GPX4,P09104,P36969,IID
MMP7,FASLG,P09237,P48023,IID
CD48,IL6ST,P09326,P40189,IID
CD48,PTPN22,P09326,Q9Y2R2,IID
CD7,IFNAR1,P09564,P17181,IID
HMOX1,NOS2,P09601,P35228,IID
HMOX1,NOD2,P09601,Q9HC29,IID
PDGFRB,IFNAR1,P09619,P17181,IID
PDGFRB,NOS2,P09619,P35228,IID
PDGFRB,IFNGR2,P09619,P38484,IID
PDGFRB,IL6ST,P09619,P40189,IID
PDGFRB,FASLG,P09619,P48023,IID
PDGFRB,LACC1,P09619,Q8IV20,IID
PDGFRB,PTPN22,P09619,Q9Y2R2,IID
HNRNPA1,NOS2,P09651,P35228,IID
HNRNPA1,NOD2,P09651,Q9HC29,IID
CD3G,PTPN22,P09693,Q9Y2R2,IID
FGR,IFNAR1,P09769,P17181,IID
FGR,IFNGR2,P09769,P38484,IID
FGR,IL6ST,P09769,P40189,IID
FGR,FASLG,P09769,P48023,IID
FGR,NOD2,P09769,Q9HC29,IID
C1S,NOD2,P09871,Q9HC29,IID
IFI6,IFNAR1,P09912,P17181,IID
IFIT2,IFNAR1,P09913,P17181,IID
CSF3,IL6ST,P09919,P40189,IID
CSF3,IL31RA,P09919,"Q8NI17
",IID
ALDOC,GPX4,P09972,P36969,IID
FBXO45,NOS2,P0C2W1,P35228,IID
C1QTNF9,FASLG,P0C862,P48023,IID
UBC,GPX4,P0CG48,P36969,IID
UBC,ATG16L1,P0CG48,Q676U5,IID
UBC,NOD2,P0CG48,Q9HC29,IID
HSPA1A,NOD2,P0DMV8,Q9HC29,IID
CALM1,NOS2,P0DP23,P35228,IID
VSIG8,LACC1,Q5VU13,Q8IV20,IID
VSIG8,IL31RA,Q5VU13,"Q8NI17
",IID
SRGN,NOD2,P10124,Q9HC29,IID
GZMB,FASLG,P10144,P48023,IID
CXCL8,NOS2,P10145,P35228,IID
CXCL8,NOD2,P10145,Q9HC29,IID
AR,IL6ST,P10275,P40189,IID
AR,FASLG,P10275,P48023,IID
BCL2,FASLG,P10415,P48023,IID
BCL2,NOD2,P10415,Q9HC29,IID
SPP1,NOD2,P10451,Q9HC29,IID
PTPRF,IL6ST,P10586,P40189,IID
PTPRF,FASLG,P10586,P48023,IID
PTPRF,IL31RA,P10586,"Q8NI17
",IID
PTPRF,PTPN22,P10586,Q9Y2R2,IID
MGST1,NOD2,P10620,Q9HC29,IID
C7,FASLG,P10643,P48023,IID
C7,NOD2,P10643,Q9HC29,IID
KIT,IL6ST,P10721,P40189,IID
KIT,FASLG,P10721,P48023,IID
KIT,SPRED1,P10721,7Z699,IID
KIT,IL31RA,P10721,"Q8NI17
",IID
KIT,PTPN22,P10721,Q9Y2R2,IID
CD28,IFNAR1,P10747,P17181,IID
CD28,IL6ST,P10747,P40189,IID
CD28,FASLG,P10747,P48023,IID
CD28,NOD2,P10747,Q9HC29,IID
ESD,PTPN22,P10768,Q9Y2R2,IID
HSPD1,NOS2,P10809,P35228,IID
HSPD1,JAZF1,P10809,86VZ6,IID
RARB,FASLG,P10826,P48023,IID
GHR,IFNAR1,P10912,P17181,IID
GHR,IFNGR2,P10912,P38484,IID
GHR,IL6ST,P10912,P40189,IID
GHR,FASLG,P10912,P48023,IID
GHR,IL31RA,P10912,"Q8NI17
",IID
GHR,PTPN22,P10912,Q9Y2R2,IID
IRF1,IFNAR1,P10914,P17181,IID
IRF1,NOS2,P10914,P35228,IID
IRF1,NOD2,P10914,Q9HC29,IID
CD8B,IFNAR1,P10966,P17181,IID
CD8B,IFNGR2,P10966,P38484,IID
CD8B,IL6ST,P10966,P40189,IID
CD8B,NOD2,P10966,Q9HC29,IID
HSPA5,NOS2,P11021,P35228,IID
HSPA5,ATG16L1,P11021,Q676U5,IID
HSPA5,PTPN22,P11021,Q9Y2R2,IID
CD37,NOD2,P11049,Q9HC29,IID
MAP2,FASLG,P11137,P48023,IID
HSPA8,NOD2,P11142,Q9HC29,IID
EGR2,FASLG,P11161,P48023,IID
EPB41,NOD2,P11171,Q9HC29,IID
ITGAM,IL6ST,P11215,P40189,IID
ITGAM,NOD2,P11215,Q9HC29,IID
BCR,IL6ST,P11274,P40189,IID
BCR,PTPN22,P11274,Q9Y2R2,IID
PIM1,NOD2,P11309,Q9HC29,IID
FGFR1,SPRED1,P11362,7Z699,IID
CYP2A6,FASLG,P11509,P48023,IID
DMD,FASLG,P11532,P48023,IID
DMD,NOD2,P11532,Q9HC29,IID
SCGB1A1,IFNAR1,P11684,P17181,IID
SCGB1A1,IL31RA,P11684,"Q8NI17
",IID
SCGB1A1,NOD2,P11684,Q9HC29,IID
CD79A,PTPN22,P11912,Q9Y2R2,IID
PABPC1,CPEB4,P11940,Q17RY0,IID
FGF5,FASLG,P12034,P48023,IID
CKB,LACC1,P12277,Q8IV20,IID
FCGR2A,FASLG,P12318,P48023,IID
FCER1A,IL6ST,P12319,P40189,IID
FCER1A,NOD2,P12319,Q9HC29,IID
MYCL,JAZF1,P12524,86VZ6,IID
BMP4,NOD2,P12644,Q9HC29,IID
RNASE3,NOD2,P12724,Q9HC29,IID
SKIL,FASLG,P12757,P48023,IID
SKIL,JAZF1,P12757,86VZ6,IID
ACTN1,FASLG,P12814,P48023,IID
MYL4,NOS2,P12829,P35228,IID
CDH1,IL6ST,P12830,P40189,IID
CDH1,FASLG,P12830,P48023,IID
CDH1,SPRED1,P12830,7Z699,IID
SRC,IFNAR1,P12931,P17181,IID
SRC,NOS2,P12931,P35228,IID
SRC,IL6ST,P12931,P40189,IID
SRC,FASLG,P12931,P48023,IID
SRC,PTPN22,P12931,Q9Y2R2,IID
XRCC5,NOS2,P13010,P35228,IID
IFITM1,IFNAR1,P13164,P17181,IID
IL7,IL6ST,P13232,P40189,IID
IL7,NOD2,P13232,Q9HC29,IID
CCL4,IFNGR2,P13236,P38484,IID
CCL2,IL6ST,P13500,P40189,IID
CCL2,FASLG,P13500,P48023,IID
CCL2,IL23R,P13500,Q5VWK5,IID
CCL2,NOD2,P13500,Q9HC29,IID
CCL5,IFNGR2,P13501,P38484,IID
CCL5,IL6ST,P13501,P40189,IID
CCL5,FASLG,P13501,P48023,IID
CCL5,NOD2,P13501,Q9HC29,IID
NCAM1,IL6ST,P13591,P40189,IID
NCAM1,FASLG,P13591,P48023,IID
VCAN,IL6ST,P13611,P40189,IID
KRT13,ATG16L1,P13646,Q676U5,IID
C6,FASLG,P13671,P48023,IID
CEACAM1,IL6ST,P13688,P40189,IID
TPT1,GPX4,P13693,P36969,IID
TPT1,LACC1,P13693,Q8IV20,IID
OSM,IL6ST,P13725,P40189,IID
OSM,IL31RA,P13725,"Q8NI17
",IID
OSM,NOD2,P13725,Q9HC29,IID
F3,IFNAR1,P13726,P17181,IID
F3,IFNGR2,P13726,P38484,IID
F3,IL6ST,P13726,P40189,IID
F3,NOD2,P13726,Q9HC29,IID
ETFA,GPX4,P13804,P36969,IID
PRKAR2A,FASLG,P13861,P48023,IID
PRKAR2A,PTPN22,P13861,Q9Y2R2,IID
ENO3,GPX4,P13929,P36969,IID
CD59,IFNGR2,P13987,P38484,IID
HGF,SPRED1,P14210,7Z699,IID
IRF2,IFNAR1,P14316,P17181,IID
TRIM27,NOD2,P14373,Q9HC29,IID
COX7A2,GPX4,P14406,P36969,IID
PLA2G2A,NOD2,P14555,Q9HC29,IID
NCF1,FASLG,P14598,P48023,IID
INSRR,PTPN22,P14616,Q9Y2R2,IID
HSP90B1,NOD2,P14625,Q9HC29,IID
SLC2A4,NOD2,P14672,Q9HC29,IID
SNRPB,NOS2,P14678,P35228,IID
IL1R1,IL6ST,P14778,P40189,IID
IL1R1,IL31RA,P14778,"Q8NI17
",IID
IL2RB,IFNAR1,P14784,P17181,IID
IL2RB,IFNGR2,P14784,P38484,IID
IL2RB,IL6ST,P14784,P40189,IID
IL2RB,IL31RA,P14784,"Q8NI17
",IID
IL2RB,PTPN22,P14784,Q9Y2R2,IID
HNRNPL,NOS2,P14866,P35228,IID
DARS,JAZF1,P14868,86VZ6,IID
DAO,FASLG,P14920,P48023,IID
LIF,IFNAR1,P15018,P17181,IID
LIF,IL6ST,P15018,P40189,IID
LIF,IL31RA,P15018,"Q8NI17
",IID
LIF,NOD2,P15018,Q9HC29,IID
ETS2,SP140,P15036,Q13342,IID
AKR1B1,GPX4,P15121,P36969,IID
PVR,IL6ST,P15151,P40189,IID
PVR,NOD2,P15151,Q9HC29,IID
RAC2,NOS2,P15153,P35228,IID
CPN1,FASLG,P15169,P48023,IID
IFNGR1,IFNAR1,P15260,P17181,IID
IFNGR1,IFNGR2,P15260,P38484,IID
ACPP,LACC1,P15309,Q8IV20,IID
ACPP,IL31RA,P15309,"Q8NI17
",IID
EZR,NOS2,P15311,P35228,IID
EZR,GPX4,P15311,P36969,IID
EZR,FASLG,P15311,P48023,IID
ATF2,IFNAR1,P15336,P17181,IID
ATF2,NOS2,P15336,P35228,IID
ATF2,CREB5,P15336,Q02930,IID
UCHL3,GPX4,P15374,P36969,IID
CD19,FASLG,P15391,P48023,IID
CD19,PTPN22,P15391,Q9Y2R2,IID
FOSL1,NOS2,P15407,P35228,IID
FOSL1,CREB5,P15407,Q02930,IID
FOSL2,NOS2,P15408,P35228,IID
FOSL2,CREB5,P15408,Q02930,IID
VAV1,IFNAR1,P15498,P17181,IID
VAV1,NOS2,P15498,P35228,IID
VAV1,IFNGR2,P15498,P38484,IID
VAV1,IL6ST,P15498,P40189,IID
VAV1,FASLG,P15498,P48023,IID
VAV1,NOD2,P15498,Q9HC29,IID
VAV1,PTPN22,P15498,Q9Y2R2,IID
CSF2RA,IL6ST,P15509,P40189,IID
CD46,IL6ST,P15529,P40189,IID
VEGFA,IFNGR2,P15692,P38484,IID
VEGFA,IL6ST,P15692,P40189,IID
VEGFA,NOD2,P15692,Q9HC29,IID
CD1D,IL6ST,P15813,P40189,IID
CD1D,NOD2,P15813,Q9HC29,IID
TCF4,FASLG,P15884,P48023,IID
RPA2,IFNAR1,P15927,P17181,IID
MUC1,FASLG,P15941,P48023,IID
CD44,IL6ST,P16070,P40189,IID
SPN,FASLG,P16150,P48023,IID
CBR1,LACC1,P16152,Q8IV20,IID
ANK1,NOD2,P16157,Q9HC29,IID
CREB1,NOS2,P16220,P35228,IID
CREB1,IFNGR2,P16220,P38484,IID
CREB1,CREB5,P16220,Q02930,IID
PDGFRA,NOS2,P16234,P35228,IID
PDGFRA,IL6ST,P16234,P40189,IID
PECAM1,IL6ST,P16284,P40189,IID
NCK1,FASLG,P16333,P48023,IID
CTLA4,IL6ST,P16410,P40189,IID
CTLA4,IL31RA,P16410,"Q8NI17
",IID
CTLA4,NOD2,P16410,Q9HC29,IID
POR,NOS2,P16435,P35228,IID
DPEP1,NOD2,P16444,Q9HC29,IID
PRLR,IFNAR1,P16471,P17181,IID
PRLR,IFNGR2,P16471,P38484,IID
PRLR,IL6ST,P16471,P40189,IID
PRLR,IL31RA,P16471,"Q8NI17
",IID
ATP2A2,NOS2,P16615,P35228,IID
IL7R,IFNAR1,P16871,P17181,IID
IL7R,IL6ST,P16871,P40189,IID
IL7R,NOD2,P16871,Q9HC29,IID
PLCG2,PTPN22,P16885,Q9Y2R2,IID
HSPA6,NOS2,P17066,P35228,IID
IFNAR1,EFNB1,P17181,P98172,IID
IFNAR1,JAK1,P17181,P23458,IID
IFNAR1,VSIG4,P17181,Q9Y279,IID
IFNAR1,CD86,P17181,P42081,IID
IFNAR1,NLK,P17181,Q9UBE8,IID
IFNAR1,PRKD2,P17181,Q9BZL6,IID
IFNAR1,IL20RA,P17181,Q9UHF4,IID
IFNAR1,IL4R,P17181,P24394,IID
IFNAR1,RACK1,P17181,P63244,IID
IFNAR1,CREBBP,P17181,Q92793,IID
IFNAR1,MX1,P17181,P20591,IID
IFNAR1,MICB,P17181,Q29980,IID
IFNAR1,MAPK10,P17181,P53779,IID
IFNAR1,EP300,P17181,Q09472,IID
IFNAR1,GP6,P17181,Q9HCN6,IID
IFNAR1,WEE1,P17181,P30291,IID
IFNAR1,CRKL,P17181,P46109,IID
IFNAR1,PTPN2,P17181,P17706,IID
IFNAR1,CD83,P17181,Q01151,IID
IFNAR1,IL20RB,P17181,Q6UXL0,IID
IFNAR1,TRAF3,P17181,Q13114,IID
IFNAR1,USP18,P17181,Q9UMW8,IID
IFNAR1,STAT2,P17181,P52630,IID
IFNAR1,IL22,P17181,Q9GZX6,IID
IFNAR1,IRF9,P17181,Q00978,IID
IFNAR1,IL19,P17181,Q9UHD0,IID
IFNAR1,IRF3,P17181,Q14653,IID
IFNAR1,IL18,P17181,Q14116,IID
IFNAR1,BTRC,P17181,Q9Y297,IID
IFNAR1,PDCD1LG2,P17181,Q9BQ51,IID
IFNAR1,EBI3,P17181,Q14213,IID
IFNAR1,IL10RA,P17181,Q13651,IID
IFNAR1,TRIM25,P17181,Q14258,IID
IFNAR1,PTAFR,P17181,P25105,IID
IFNAR1,AP2M1,P17181,Q96CW1,IID
IFNAR1,GRB2,P17181,P62993,IID
IFNAR1,IRF8,P17181,Q02556,IID
IFNAR1,USP7,P17181,Q93009,IID
IFNAR1,IFNGR2,P17181,P38484,IID
IFNAR1,RIPK1,P17181,Q13546,IID
IFNAR1,AP2B1,P17181,P63010,IID
IFNAR1,IL6ST,P17181,P40189,IID
IFNAR1,IFNAR2,P17181,P48551,IID
IFNAR1,TRAF2,P17181,Q12933,IID
IFNAR1,PTPN1,P17181,P18031,IID
IFNAR1,IL20,P17181,Q9NYY1,IID
IFNAR1,IL21,P17181,Q9HBE4,IID
IFNAR1,CD47,P17181,Q08722,IID
IFNAR1,STAT6,P17181,P42226,IID
IFNAR1,IL10RB,P17181,Q08334,IID
IFNAR1,STAT5A,P17181,P42229,IID
IFNAR1,RNF135,P17181,Q8IUD6,IID
IFNAR1,IL27RA,P17181,Q6UWB1,IID
IFNAR1,IL12A,P17181,P29459,IID
IFNAR1,IL22RA1,P17181,Q8N6P7,IID
IFNAR1,PRMT1,P17181,Q99873,IID
IFNAR1,CD40LG,P17181,P29965,IID
IFNAR1,IL2RG,P17181,P31785,IID
IFNAR1,PTPN11,P17181,Q06124,IID
IFNAR1,PLAUR,P17181,Q03405,IID
IFNAR1,CDC25A,P17181,P30304,IID
IFNAR1,AGER,P17181,Q15109,IID
IFNAR1,IL12RB2,P17181,Q99665,IID
IFNAR1,CD274,P17181,Q9NZQ7,IID
IFNAR1,PTPN6,P17181,P29350,IID
IFNAR1,CD80,P17181,P33681,IID
IFNAR1,KLRK1,P17181,P26718,IID
IFNAR1,SRI,P17181,P30626,IID
IFNAR1,CADM1,P17181,Q9BY67,IID
IFNAR1,JAK3,P17181,P52333,IID
IFNAR1,MTOR,P17181,P42345,IID
IFNAR1,FBXW11,P17181,Q9UKB1,IID
IFNAR1,Interferon alpha 2b,P17181,,IID
IFNAR1,IL31RA,P17181,"Q8NI17
",IID
IFNAR1,CDC34,P17181,P49427,IID
IFNAR1,MALT1,P17181,Q9UDY8,IID
IFNAR1,KHDRBS1,P17181,Q07666,IID
IFNAR1,LCP2,P17181,Q13094,IID
IFNAR1,TRAF1,P17181,Q13077,IID
IFNAR1,APEX1,P17181,P27695,IID
IFNAR1,IFNA8,P17181,P32881,IID
IFNAR1,MAPK1,P17181,P28482,IID
IFNAR1,OSMR,P17181,Q99650,IID
IFNAR1,PIK3R1,P17181,P27986,IID
IFNAR1,MAPK14,P17181,Q16539,IID
IFNAR1,STAT3,P17181,P40763,IID
IFNAR1,SLAMF7,P17181,Q9NQ25,IID
IFNAR1,TREML1,P17181,Q86YW5,IID
IFNAR1,CNTF,P17181,P26441,IID
IFNAR1,STAT1,P17181,P42224,IID
IFNAR1,AXL,P17181,P30530,IID
IFNAR1,SHC1,P17181,P29353,IID
IFNAR1,DCC,P17181,P43146,IID
IFNAR1,TNC,P17181,P24821,IID
IFNAR1,IL22RA2,P17181,Q969J5,IID
IFNAR1,NFAM1,P17181,Q8NET5,IID
IFNAR1,RALBP1,P17181,Q15311,IID
IFNAR1,TYK2,P17181,P29597,IID
IFNAR1,IRAK1,P17181,P51617,IID
IFNAR1,REST,P17181,Q13127,IID
IFNAR1,CLCF1,P17181,Q9UBD9,IID
IFNAR1,SHH,P17181,Q15465,IID
IFNAR1,NECAP1,P17181,Q8NC96,IID
IFNAR1,CAV1,P17181,Q03135,IID
IFNAR1,STAT4,P17181,Q14765,IID
IFNAR1,ZAP70,P17181,P43403,IID
IFNAR1,IL2,P17181,P60568,IID
